zip,value
31794,3094024
31795,1529063
31796,1807328
31797,2424083
31798,1711278
31799,2875623
31800,1346484
31801,2170140
31802,2947200
31803,2810232
31804,2055197
31805,3790267
31806,2155746
31807,3507782
31808,2415496
31809,1788461
31810,2845304
31811,1805021
31812,1294331
31813,1962727
31814,1986533
31815,1304129
31816,1523689
31817,3081018
31818,1226705
31819,2420601
31820,1911707
31821,2667576
31822,1264537
31823,3719619
31824,2152267
31825,3571939
31826,2796549
31827,1891875
31828,2234933
31829,3205796
31830,1392149
31831,1629710
31832,2502409
31833,2141205
31834,2666704
31835,1012827
31836,3133598
31837,3243615
31838,2930117
31839,1737740
31840,3566869
31841,1279394
31842,1068944
31843,1994810
31844,1193517
31845,3145106
31846,2585638
31847,3940781
31848,3587073
31849,1675320
31850,3931469
31851,3668838
31852,2638909
31853,2714468
31854,1434014
31855,3603149
31856,2892673
31857,3060166
31858,1021601
31859,3602908
31860,2920691
31861,2178451
31862,2281695
31863,2275110
31864,3737073
31865,3542966
31866,1488112
31867,1690778
31868,3995620
31869,2832417
31870,2805187
31871,3939360
31872,2653049
31873,2162424
31874,2976257
31875,2730867
31876,3849933
31877,1434691
31878,2001755
31879,2370346
31880,3683320
31881,3369350
31882,1678807
31883,2264759
31884,3207670
31885,2181099
31886,1659334
31887,1043388
31888,1749384
31889,3705950
31890,2380130
31891,2309881
31892,3816067
31893,3130142
31894,1702451
31895,1434248
31896,3806894
31897,3370375
31898,2276683
31899,3881133
31900,3685099
31901,2893001
31902,1390664
31903,2644532
31904,3603668
31905,3175031
31906,2638956
31907,3464413
31908,3835460
31909,2065003
31910,1975463
31911,3557325
31912,2415444
31913,2872292
31914,3391635
31915,2990543
31916,2845190
31917,2317422
31918,3407038
31919,2658343
31920,2412655
31921,1700902
31922,1705547
31923,3127264
31924,3159806
31925,1881181
31926,1203572
31927,3769572
31928,1025824
31929,2188550
31930,3086103
31931,1018662
31932,2865397
31933,3335938
31934,1080100
31935,1998555
31936,3052183
31937,1652281
31938,3750289
31939,1958763
31940,3961680
31941,3505866
31942,3641745
31943,1563846
31944,3330068
31945,3768851
31946,1052342
31947,1865216
31948,2693131
31949,1615620
31950,1234955
31951,1676296
31952,3758198
31953,1290677
31954,2065492
31955,3082681
31956,1191593
31957,1105173
31958,3557870
31959,1270877
31960,3151489
31961,2843915
31962,2800279
31963,2609620
31964,2856417
31965,2042779
31966,2142515
31967,3151107
31968,1375591
31969,3074192
31970,2821097
31971,2426419
31972,1991568
31973,2776375
31974,2326979
31975,1189605
31976,3923459
31977,2533301
31978,2630634
31979,2848667
31980,2841736
31981,1317071
31982,2282776
31983,3941748
31984,2935472
31985,3526647
31986,1921953
31987,1314327
31988,1124757
31989,1964442
31990,1487179
31991,1357973
31992,2496955
31993,3852908
31994,2186143
31995,2328622
31996,1573622
31997,1293439
31998,2267843
31999,1865245
32000,1940684
32001,1136516
32002,2474401
32003,1059878
32004,3211244
32005,1173411
32006,1559458
32007,3656669
32008,1563028
32009,2067885
32010,3720336
32011,3184736
32012,3055663
32013,1263327
32014,3059350
32015,1632337
32016,2350237
32017,2828352
32018,3187398
32019,2143430
32020,1113030
32021,2614501
32022,2661551
32023,1020145
32024,1322940
32025,3868579
32026,2218137
32027,3902159
32028,1783266
32029,2586972
32030,1613209
32031,2031627
32032,1514032
32033,3227730
32034,1749498
32035,1033083
32036,1055686
32037,1106452
32038,2902861
32039,3611864
32040,3898064
32041,1128133
32042,1212393
32043,1509521
32044,1154298
32045,1213024
32046,3676561
32047,2050702
32048,1897811
32049,1593537
32050,2515940
32051,2533915
32052,2744534
32053,3901189
32054,2055461
32055,1878229
32056,3549832
32057,1073344
32058,2438156
32059,1608876
32060,1324203
32061,2335656
32062,3928325
32063,3330883
32064,1890385
32065,3054492
32066,2891839
32067,2298006
32068,3197345
32069,3119368
32070,3669053
32071,1910750
32072,1296996
32073,2306474
32074,1748090
32075,1255524
32076,3677524
32077,3450310
32078,3905649
32079,3515744
32080,3705461
32081,1166374
32082,1328516
32083,1842060
32084,1810454
32085,3274070
32086,1634364
32087,2174679
32088,2866895
32089,3810429
32090,1539279
32091,3584793
32092,1120180
32093,1313742
32094,1401169
32095,3790327
32096,2623740
32097,3276059
32098,1981188
32099,3108800
32100,2835314
32101,1684105
32102,1739524
32103,3240552
32104,1338735
32105,2212980
32106,3769031
32107,3978806
32108,1982221
32109,2231792
32110,2849157
32111,2146178
32112,2375350
32113,1049917
32114,3919044
32115,2255979
32116,2012219
32117,1689410
32118,1016456
32119,1456328
32120,1597086
32121,2353289
32122,1471291
32123,3464570
32124,2250427
32125,3929812
32126,1020796
32127,2941167
32128,2844072
32129,2017652
32130,1685392
32131,1570429
32132,3449459
32133,1859133
32134,1586239
32135,2972961
32136,3838703
32137,3017011
32138,1033869
32139,3240096
32140,3107948
32141,1964424
32142,1554830
32143,2714339
32144,1305531
32145,2802117
32146,1772655
32147,1096706
32148,1350916
32149,2206340
32150,1053322
32151,3462567
32152,3284454
32153,2501529
32154,3203486
32155,1795638
32156,3490999
32157,1579289
32158,3273243
32159,1822475
32160,3980582
32161,3848041
32162,2213154
32163,2712797
32164,2865358
32165,3604824
32166,1371260
32167,3918239
32168,1333955
32169,2327160
32170,3792424
32171,3900283
32172,3050777
32173,3760656
32174,3440627
32175,3606694
32176,1966472
32177,2639005
32178,1146202
32179,1936000
32180,3661778
32181,3595179
32182,3529610
32183,1893445
32184,1755994
32185,3672940
32186,1897120
32187,3930590
32188,1363344
32189,3118599
32190,1230372
32191,2776960
32192,1197512
32193,3838192
32194,1273760
32195,3635148
32196,1823717
32197,2708868
32198,1740323
32199,2326810
32200,1747722
32201,2637663
32202,2269878
32203,2994473
32204,3157715
32205,2126165
32206,1778267
32207,2084921
32208,2019780
32209,2720842
32210,1813699
32211,1507788
32212,1221904
32213,1510724
32214,1859344
32215,1768824
32216,3976397
32217,1579271
32218,3699102
32219,1970825
32220,1863015
32221,1817157
32222,2320355
32223,2475974
32224,2177630
32225,3872550
32226,3778895
32227,3606878
32228,3308282
32229,1949861
32230,1845747
32231,2162736
32232,1299520
32233,2383110
32234,2673370
32235,2715052
32236,3097334
32237,1805120
32238,2889084
32239,3275775
32240,3134599
32241,1239500
32242,3835612
32243,1882891
32244,1401922
32245,1067951
32246,2180926
32247,2236595
32248,3560865
32249,3608239
32250,2691877
32251,1780434
32252,2706096
32253,1295450
32254,3439899
32255,1296346
32256,1950421
32257,1810599
32258,1593121
32259,2181452
32260,1975476
32261,3788428
32262,1566453
32263,1321176
32264,2180583
32265,3382739
32266,2947141
32267,2953572
32268,1046786
32269,1008363
32270,1348064
32271,1667357
32272,3521504
32273,3030530
32274,2744840
32275,1558287
32276,3046481
32277,3569533
32278,2910755
32279,2745877
32280,3548962
32281,1900898
32282,1243165
32283,1375303
32284,2686886
32285,1115041
32286,2848013
32287,2779244
32288,2688462
32289,1479933
32290,3347565
32291,1689059
32292,2787400
32293,2740038
32294,2905871
32295,3646214
32296,2906413
32297,3611029
32298,3085987
32299,2719786
32300,3310215
32301,1788239
32302,2289438
32303,1021092
32304,2748156
32305,1632705
32306,2511753
32307,1350657
32308,1417111
32309,3435508
32310,2173865
32311,3901066
32312,2211506
32313,1153081
32314,2416937
32315,1093843
32316,2196339
32317,1178621
32318,1348199
32319,1963313
32320,2169056
32321,2108710
32322,1863294
32323,1047066
32324,1205055
32325,3550399
32326,1215415
32327,3503569
32328,3791974
32329,2668002
32330,2827850
32331,3138616
32332,3377844
32333,3593344
32334,1192181
32335,2485864
32336,1620499
32337,3887186
32338,2603989
32339,2785523
32340,1671835
32341,2560852
32342,3799517
32343,1059152
32344,2893368
32345,3094083
32346,3967726
32347,3977318
32348,3267096
32349,1302293
32350,3941841
32351,2557774
32352,1958493
32353,2068851
32354,2837016
32355,3345054
32356,1013679
32357,3518539
32358,1555709
32359,3007381
32360,1270294
32361,1994540
32362,2811717
32363,2811602
32364,1823569
32365,1408160
32366,3696232
32367,1705476
32368,3016233
32369,1593263
32370,2466884
32371,3926123
32372,3937667
32373,3542343
32374,1043951
32375,1760786
32376,1804955
32377,2536960
32378,1288556
32379,1534678
32380,2159461
32381,1375420
32382,1382438
32383,3562116
32384,1831871
32385,2646907
32386,3321027
32387,1132716
32388,3337651
32389,2777759
32390,1593658
32391,3127559
32392,2613166
32393,1565623
32394,3916022
32395,3345379
32396,2679958
32397,2704160
32398,3362111
32399,2230943
32400,2318566
32401,3996530
32402,2532346
32403,2726788
32404,2190124
32405,3213941
32406,1860096
32407,3723197
32408,2954487
32409,3581177
32410,2006535
32411,1338797
32412,1728718
32413,2391901
32414,3633726
32415,3291822
32416,3276325
32417,3505415
32418,2992184
32419,2723068
32420,3927324
32421,2403235
32422,1356438
32423,2235217
32424,3499845
32425,1152505
32426,1833491
32427,3904173
32428,1850089
32429,2700822
32430,2975779
32431,3641503
32432,2338814
32433,2116135
32434,1281731
32435,3381597
32436,1109045
32437,1452257
32438,3289466
32439,3189166
32440,3580719
32441,2114667
32442,1065399
32443,1088101
32444,1896049
32445,1101106
32446,2969942
32447,3600165
32448,3570786
32449,2440823
32450,2405122
32451,1492702
32452,3943768
32453,1005031
32454,2381062
32455,3390763
32456,1908384
32457,2947395
32458,3311045
32459,3349764
32460,1047139
32461,1277189
32462,3114542
32463,3513338
32464,3574783
32465,2741904
32466,1281322
32467,2798565
32468,1635171
32469,1835551
32470,3896457
32471,2930057
32472,1495061
32473,3639806
32474,1971071
32475,1733518
32476,1857732
32477,1035901
32478,3194503
32479,2117009
32480,2265512
32481,1840469
32482,3863219
32483,1324452
32484,1518835
32485,2768427
32486,2277289
32487,1157413
32488,2429323
32489,1606114
32490,1110310
32491,1185415
32492,3308933
32493,3593490
32494,2651923
32495,2518463
32496,2142383
32497,1710718
32498,1618535
32499,1813679
32500,1940606
32501,2161811
32502,1279063
32503,3083742
32504,2915682
32505,1354858
32506,3989480
32507,3519222
32508,1813834
32509,3625998
32510,1300430
32511,3312436
32512,1425461
32513,3728581
32514,3767362
32515,2470435
32516,1264873
32517,1454679
32518,3029992
32519,3416680
32520,2677634
32521,1733620
32522,3482115
32523,1910931
32524,1977260
32525,2866040
32526,1319701
32527,1971540
32528,3251559
32529,1098584
32530,2440271
32531,2407431
32532,3460191
32533,3619793
32534,2235285
32535,3960811
32536,1919202
32537,3419398
32538,2897318
32539,1208278
32540,2505885
32541,3126111
32542,1420223
32543,2626482
32544,3419814
32545,2656088
32546,2152440
32547,2246606
32548,3831579
32549,2951161
32550,2383477
32551,1190293
32552,3077283
32553,1843968
32554,3008610
32555,3942545
32556,1053508
32557,2682812
32558,3554763
32559,3865397
32560,1890560
32561,2454001
32562,2494718
32563,3517431
32564,2757572
32565,1676712
32566,1613747
32567,1782760
32568,3440557
32569,1407274
32570,3002242
32571,3169920
32572,2973978
32573,3626213
32574,1742917
32575,1113839
32576,3593757
32577,2827302
32578,3486429
32579,2330783
32580,3305119
32581,2420312
32582,2252912
32583,1514393
32584,1375006
32585,2707335
32586,1343742
32587,2757779
32588,3087910
32589,3636996
32590,2871118
32591,1713915
32592,1645532
32593,1785964
32594,1891886
32595,1556666
32596,2067871
32597,2362936
32598,3120244
32599,1417524
32600,3929781
32601,3559410
32602,1189711
32603,2125168
32604,1218273
32605,2223757
32606,2949128
32607,3054416
32608,1252112
32609,2465730
32610,2305030
32611,3854628
32612,2071917
32613,3292432
32614,2831058
32615,3590569
32616,1386793
32617,1623614
32618,2186743
32619,1374356
32620,1546715
32621,2680315
32622,3646528
32623,2679732
32624,3332523
32625,3896260
32626,1121545
32627,2215497
32628,3865691
32629,1182008
32630,2737728
32631,2535035
32632,3221882
32633,3196554
32634,3310529
32635,2910638
32636,1214606
32637,2665148
32638,1475056
32639,3889144
32640,1867364
32641,2392507
32642,3839160
32643,1972432
32644,2133669
32645,3234838
32646,3135186
32647,2795089
32648,1443230
32649,3431531
32650,1316339
32651,1526255
32652,1957393
32653,1987942
32654,1687376
32655,3677958
32656,3165362
32657,2558520
32658,3944140
32659,3623084
32660,3594810
32661,2777705
32662,2701677
32663,2155372
32664,2225410
32665,3874800
32666,2265670
32667,2430161
32668,2031061
32669,2557063
32670,2530072
32671,1286435
32672,1828910
32673,3411847
32674,1085987
32675,3597441
32676,1367728
32677,2939527
32678,2535550
32679,2893238
32680,1751511
32681,3351991
32682,2032188
32683,2669846
32684,2032405
32685,3463260
32686,2649065
32687,3686690
32688,3115276
32689,1328097
32690,1181596
32691,3671114
32692,2220008
32693,2449188
32694,1606896
32695,1783751
32696,2235843
32697,1030237
32698,1109977
32699,3205837
32700,1106986
32701,1053469
32702,2333620
32703,2921285
32704,3329624
32705,2179968
32706,1581351
32707,3030566
32708,1585548
32709,3650839
32710,3791988
32711,1284313
32712,3191405
32713,2214522
32714,2917755
32715,1955493
32716,1727463
32717,3410755
32718,2208725
32719,2426949
32720,1710233
32721,1681528
32722,1225943
32723,3192653
32724,3354577
32725,1783482
32726,1044351
32727,1235605
32728,3626554
32729,1052270
32730,2001429
32731,2561173
32732,3287124
32733,3921535
32734,1967998
32735,2084223
32736,1353669
32737,2860789
32738,2505466
32739,2548369
32740,1839178
32741,3672743
32742,1327378
32743,2467815
32744,2642056
32745,1035893
32746,3925103
32747,2741006
32748,2520829
32749,3605630
32750,3337078
32751,3259765
32752,2347632
32753,2567718
32754,2012708
32755,3729017
32756,3255023
32757,2669833
32758,3940830
32759,1012605
32760,1882149
32761,2861563
32762,1147413
32763,2677590
32764,1382474
32765,3617359
32766,1915376
32767,1670145
32768,1268929
32769,1836459
32770,2371288
32771,2257859
32772,1728113
32773,2138906
32774,2885543
32775,3743289
32776,2848048
32777,3956505
32778,3072165
32779,2845376
32780,3170318
32781,3186268
32782,2445725
32783,3084673
32784,3128964
32785,1961414
32786,2075599
32787,2755201
32788,2362312
32789,1416348
32790,2348383
32791,3735388
32792,2963487
32793,1011259
32794,1666111
32795,3094079
32796,3205619
32797,2341730
32798,3591599
32799,3629000
32800,1252075
32801,1582506
32802,1244666
32803,3324350
32804,1907957
32805,3855207
32806,3144792
32807,1383370
32808,3666015
32809,1850932
32810,1301435
32811,1036627
32812,2803282
32813,3678970
32814,2135454
32815,1678860
32816,3212217
32817,3097731
32818,3357279
32819,2395397
32820,1824528
32821,2649280
32822,2269756
32823,2968671
32824,1463720
32825,3271973
32826,2069744
32827,1985126
32828,2858674
32829,2838240
32830,2065927
32831,2731628
32832,3571733
32833,2280769
32834,1582994
32835,2574165
32836,3603932
32837,2267801
32838,2536292
32839,1994889
32840,1425737
32841,2686594
32842,2892296
32843,1436413
32844,1438791
32845,2493125
32846,2578624
32847,1214383
32848,1649020
32849,1402391
32850,2193810
32851,3321918
32852,3748757
32853,3508397
32854,3445263
32855,1715504
32856,1179115
32857,3941337
32858,3078675
32859,3180168
32860,2912923
32861,2242048
32862,1247303
32863,2567057
32864,1672158
32865,1257856
32866,2722801
32867,3376683
32868,1417225
32869,3736845
32870,1703823
32871,1198368
32872,2306552
32873,2729828
32874,1744336
32875,1583097
32876,3306821
32877,2385946
32878,3706199
32879,3353076
32880,3089627
32881,3237456
32882,2017920
32883,3960852
32884,3828402
32885,2036381
32886,3256666
32887,1922318
32888,2608018
32889,3431226
32890,2441659
32891,1528599
32892,2682852
32893,3460157
32894,3072641
32895,1854862
32896,1414341
32897,2716790
32898,1544004
32899,2089975
32900,1695733
32901,2641278
32902,1046618
32903,2555675
32904,2839814
32905,3474345
32906,2826942
32907,1617858
32908,1421148
32909,1075068
32910,2164114
32911,2857250
32912,1447900
32913,1552807
32914,1436563
32915,3169934
32916,2811397
32917,1364528
32918,3305911
32919,3371825
32920,2567809
32921,2467474
32922,3425896
32923,3989287
32924,1270674
32925,1473463
32926,3874443
32927,2971258
32928,1543758
32929,2928230
32930,3743408
32931,1233102
32932,1304966
32933,3142047
32934,2482695
32935,3965656
32936,3531369
32937,3409880
32938,2721569
32939,1066078
32940,1945596
32941,2549872
32942,2216326
32943,2336040
32944,3900861
32945,3306428
32946,1976399
32947,2623996
32948,1862739
32949,2890508
32950,3864887
32951,3780159
32952,2450385
32953,2230366
32954,2270912
32955,3461043
32956,2492943
32957,1321872
32958,1681830
32959,2010224
32960,1818916
32961,3037816
32962,1714404
32963,2567086
32964,3064404
32965,1933459
32966,3522007
32967,2902500
32968,2539976
32969,2511493
32970,2816942
32971,3941834
32972,1163193
32973,1190931
32974,3185431
32975,2490789
32976,2031420
32977,2805919
32978,3879177
32979,2992104
32980,1872264
32981,1151063
32982,1055718
32983,1214365
32984,2355744
32985,3345354
32986,3871685
32987,1562978
32988,2974087
32989,2677404
32990,1297432
32991,2658490
32992,3993232
32993,2400934
32994,3947511
32995,1343111
32996,3157197
32997,3567459
32998,2792507
32999,1551797
33000,3338896
33001,2896799
33002,1774379
33003,3239633
33004,3625763
33005,2826496
33006,3710304
33007,2176697
33008,2893818
33009,1332202
33010,3088013
33011,3537343
33012,1612484
33013,3992148
33014,2653709
33015,2087589
33016,3787336
33017,3371313
33018,1058818
33019,1115789
33020,2062274
33021,1919918
33022,2443986
33023,3390799
33024,2108478
33025,1867346
33026,1204315
33027,1718443
33028,2442975
33029,3747558
33030,2244927
33031,2563267
33032,3430636
33033,1838702
33034,2473300
33035,1212508
33036,2645372
33037,1577829
33038,3689623
33039,2816368
33040,2254754
33041,3649739
33042,2642532
33043,2857932
33044,2693685
33045,3212835
33046,1954406
33047,3542485
33048,3023869
33049,1886091
33050,3072511
33051,3108775
33052,1582833
33053,2303871
33054,2612072
33055,3653484
33056,1930798
33057,2644226
33058,2400546
33059,3451549
33060,1894836
33061,3092124
33062,2903094
33063,3256663
33064,2625629
33065,2151061
33066,3139335
33067,3928160
33068,3674963
33069,3775619
33070,2775001
33071,3968051
33072,2085246
33073,1804648
33074,1570527
33075,3532209
33076,3842627
33077,3787221
33078,1798478
33079,2488880
33080,3578877
33081,1886438
33082,2984896
33083,3131524
33084,1403283
33085,1017999
33086,1345783
33087,2513254
33088,2785977
33089,2107731
33090,3160824
33091,3944754
33092,3866298
33093,3671441
33094,1908323
33095,1836865
33096,2923486
33097,1787185
33098,3558098
33099,3665323
33100,2308828
33101,2778138
33102,1131060
33103,2350703
33104,2551057
33105,1014837
33106,1231001
33107,2456275
33108,3537591
33109,2169522
33110,1666627
33111,3341896
33112,1119774
33113,3377958
33114,3103160
33115,3188489
33116,3585305
33117,3937807
33118,1152700
33119,3179654
33120,2779861
33121,2930492
33122,1718062
33123,3646451
33124,1095014
33125,2537842
33126,1384078
33127,1622724
33128,3929810
33129,3289034
33130,1694011
33131,2556263
33132,1054530
33133,2867196
33134,1753632
33135,1162532
33136,3155237
33137,3737518
33138,3638445
33139,2863634
33140,2636307
33141,3843075
33142,1363236
33143,1340623
33144,2934627
33145,2628414
33146,1384172
33147,1522471
33148,1392415
33149,1047686
33150,3787859
33151,2517778
33152,2202038
33153,3417124
33154,1925591
33155,2505880
33156,2028964
33157,2765224
33158,3036680
33159,3272153
33160,2990411
33161,3003674
33162,1638795
33163,1349209
33164,3554524
33165,3798415
33166,2324105
33167,1660335
33168,3783468
33169,2284339
33170,2721357
33171,1536072
33172,3187202
33173,2126317
33174,2757557
33175,3408254
33176,3171310
33177,1120837
33178,2781768
33179,2205362
33180,1483581
33181,1227272
33182,1318898
33183,3212405
33184,3049259
33185,1150796
33186,3149880
33187,3262866
33188,2630875
33189,1340182
33190,2239272
33191,2863069
33192,1344213
33193,3280429
33194,2630081
33195,2085801
33196,3663233
33197,1331804
33198,3258341
33199,2415366
33200,1451257
33201,3736400
33202,3248479
33203,3929970
33204,3018276
33205,1187288
33206,3067858
33207,1010036
33208,1831628
33209,3373528
33210,2338180
33211,2685403
33212,2124618
33213,1691460
33214,2449871
33215,1510484
33216,3839552
33217,3387625
33218,3374883
33219,1418825
33220,1219872
33221,2974918
33222,2381119
33223,3060122
33224,1242535
33225,3394331
33226,3492071
33227,3670435
33228,3999374
33229,1842850
33230,2593027
33231,1636737
33232,2817434
33233,3740695
33234,3217790
33235,1791376
33236,1128170
33237,3792210
33238,2875823
33239,2199958
33240,2249550
33241,2078459
33242,1206866
33243,3580568
33244,1380552
33245,1723695
33246,1536295
33247,1694472
33248,2581040
33249,2806294
33250,2105338
33251,2471727
33252,2333465
33253,3364944
33254,3878128
33255,2146160
33256,1858447
33257,1590072
33258,2051421
33259,3554357
33260,3268232
33261,3093224
33262,1222216
33263,1492324
33264,1166753
33265,3883612
33266,3996821
33267,2940198
33268,1564194
33269,3507587
33270,3324250
33271,2036165
33272,1072551
33273,1251425
33274,3009138
33275,3073276
33276,2760438
33277,1067369
33278,3560259
33279,3725402
33280,3138461
33281,3396259
33282,3353678
33283,2276183
33284,3887086
33285,1615438
33286,3401892
33287,2014222
33288,1808417
33289,3751156
33290,3623334
33291,3642590
33292,3429978
33293,2875052
33294,1902117
33295,3799907
33296,1916407
33297,1034564
33298,3745292
33299,2071387
33300,1171550
33301,2500619
33302,3447509
33303,2362224
33304,2908260
33305,2004330
33306,3033661
33307,3439504
33308,1290144
33309,2229284
33310,3712062
33311,2630409
33312,2462432
33313,2033862
33314,2539234
33315,3645403
33316,1076135
33317,2732539
33318,1426613
33319,1359194
33320,1208154
33321,2677456
33322,3148161
33323,3167260
33324,2821991
33325,3914206
33326,1886838
33327,1460777
33328,2081097
33329,1007161
33330,1663506
33331,1698963
33332,3664403
33333,3870386
33334,3499579
33335,1363356
33336,3648806
33337,2558694
33338,3957605
33339,3448784
33340,2111029
33341,3753597
33342,2554122
33343,3358841
33344,2670874
33345,2567121
33346,2409996
33347,3911694
33348,1500772
33349,2928742
33350,2445778
33351,1450830
33352,2770418
33353,3307908
33354,3773501
33355,1502784
33356,1647894
33357,1722386
33358,2821539
33359,1090978
33360,1956023
33361,1517213
33362,2754555
33363,3194184
33364,2582299
33365,3537060
33366,3733868
33367,3418154
33368,1340710
33369,2747492
33370,1110433
33371,3638358
33372,2867116
33373,3176209
33374,3621055
33375,3912959
33376,2778740
33377,1023519
33378,1513037
33379,2615140
33380,2390013
33381,1441526
33382,2621207
33383,1051528
33384,3457744
33385,1873569
33386,2209506
33387,2736050
33388,1420900
33389,2921939
33390,2864059
33391,3129938
33392,1607842
33393,1519450
33394,2802733
33395,1475580
33396,1693848
33397,1043965
33398,1276282
33399,1206975
33400,1459912
33401,2927713
33402,1867805
33403,3763580
33404,3621115
33405,1305845
33406,2289090
33407,3334180
33408,1608562
33409,1701010
33410,2064179
33411,2017681
33412,2518859
33413,2899231
33414,2177047
33415,1329437
33416,2571761
33417,2879973
33418,3995695
33419,1760508
33420,2071267
33421,3670733
33422,3797221
33423,2871625
33424,1029939
33425,3370159
33426,3753895
33427,3599308
33428,2906535
33429,2575427
33430,3528910
33431,2024809
33432,2652840
33433,1447835
33434,1405237
33435,3741708
33436,2972081
33437,1142146
33438,1156862
33439,1377866
33440,2799778
33441,2226953
33442,3691884
33443,2526540
33444,2449260
33445,2544102
33446,2259522
33447,1366905
33448,3093905
33449,1605703
33450,3903370
33451,1680304
33452,1573174
33453,2717093
33454,1897884
33455,2149442
33456,2236861
33457,3396742
33458,1055244
33459,3742150
33460,2662388
33461,3375678
33462,3341695
33463,3173491
33464,2091460
33465,3260866
33466,1004965
33467,1979860
33468,1321765
33469,3581662
33470,2893222
33471,2519665
33472,3723245
33473,1226548
33474,2197698
33475,3453529
33476,1970070
33477,1499549
33478,1015057
33479,1603258
33480,2730834
33481,2282702
33482,3900101
33483,3018879
33484,3677631
33485,3371098
33486,3148791
33487,2821856
33488,1292473
33489,2142063
33490,3575122
33491,2038391
33492,1331081
33493,3077353
33494,1338159
33495,3003243
33496,2418000
33497,1942625
33498,3098199
33499,2346728
33500,2917208
33501,1866966
33502,3403880
33503,3255706
33504,3591569
33505,3214042
33506,2806130
33507,3307158
33508,1006944
33509,3231696
33510,1500125
33511,2397089
33512,1472888
33513,2607533
33514,2874246
33515,3641542
33516,2995133
33517,3295249
33518,1845167
33519,2462320
33520,2726805
33521,1550006
33522,1305958
33523,3995391
33524,1743637
33525,2154807
33526,2716561
33527,3014058
33528,2292523
33529,2733307
33530,2750326
33531,2082577
33532,1473313
33533,1533307
33534,1853858
33535,2569229
33536,3922209
33537,2431965
33538,3505560
33539,3725900
33540,2326809
33541,2278856
33542,1365929
33543,3229440
33544,2888701
33545,1976669
33546,2803802
33547,2953523
33548,1049974
33549,3346793
33550,3490767
33551,3114720
33552,3897991
33553,3603814
33554,2888390
33555,1226445
33556,3197131
33557,3709759
33558,3986276
33559,1477348
33560,3494094
33561,2789786
33562,1065291
33563,2560301
33564,1630851
33565,2823585
33566,1520393
33567,3281015
33568,1151119
33569,1504771
33570,1984636
33571,2025514
33572,3889222
33573,2829628
33574,3742879
33575,3866217
33576,3934427
33577,3529189
33578,3869577
33579,3828267
33580,2570922
33581,2970857
33582,3450773
33583,2092499
33584,3726470
33585,3187591
33586,2380587
33587,1234675
33588,2505869
33589,3404991
33590,1051782
33591,3146713
33592,1083802
33593,1207412
33594,1585354
33595,1210124
33596,1023238
33597,1258076
33598,1908754
33599,2861568
33600,2930234
33601,1584025
33602,2472153
33603,2287573
33604,2096771
33605,1023545
33606,1468345
33607,3452877
33608,3027263
33609,1785054
33610,3345362
33611,3565543
33612,2858523
33613,3072386
33614,2737189
33615,1018469
33616,3281930
33617,3810538
33618,1821147
33619,3758366
33620,2651460
33621,1991568
33622,1611592
33623,2628043
33624,1938767
33625,2744963
33626,3458834
33627,1980778
33628,2000939
33629,1165749
33630,2715383
33631,2162801
33632,1434919
33633,3454155
33634,3558630
33635,3296389
33636,3494329
33637,3679890
33638,3507318
33639,3488811
33640,1001866
33641,1114796
33642,1264475
33643,2040937
33644,1966715
33645,2233002
33646,1330469
33647,2205398
33648,3086019
33649,1062531
33650,1205976
33651,2805507
33652,1218132
33653,1208448
33654,2022672
33655,3211178
33656,2194552
33657,3610507
33658,3377123
33659,1871980
33660,2977386
33661,3162958
33662,3113299
33663,3868658
33664,1324749
33665,1422515
33666,1547568
33667,3894758
33668,1369401
33669,2514730
33670,2342003
33671,2589124
33672,3176918
33673,2838504
33674,2577027
33675,3222524
33676,1209586
33677,1330197
33678,2250712
33679,1368599
33680,1342653
33681,1043617
33682,1555843
33683,2047424
33684,3982724
33685,3557977
33686,2808099
33687,2016392
33688,1947580
33689,1739087
33690,2512337
33691,2915827
33692,1068705
33693,1983814
33694,1774646
33695,1300125
33696,3405942
33697,2426539
33698,2336768
33699,3200178
33700,2231621
33701,2287960
33702,3485686
33703,2306918
33704,2026035
33705,3205732
33706,1299792
33707,1887043
33708,2198413
33709,2655223
33710,2201874
33711,1208269
33712,3865118
33713,1036737
33714,2032311
33715,1780801
33716,2395943
33717,2441209
33718,2682114
33719,1819860
33720,1977033
33721,1769680
33722,2505117
33723,2751427
33724,3185399
33725,3842699
33726,3716574
33727,2775205
33728,1200649
33729,3929917
33730,1371961
33731,1363371
33732,3739650
33733,1061220
33734,1599823
33735,3398636
33736,3704556
33737,2585641
33738,2110525
33739,1256579
33740,1896853
33741,1762859
33742,1529421
33743,1060016
33744,3888348
33745,1349338
33746,3246332
33747,1869284
33748,3895892
33749,3561756
33750,2928019
33751,2182054
33752,2124908
33753,1572686
33754,3811845
33755,2256522
33756,3720353
33757,1630099
33758,1747320
33759,2766258
33760,3785846
33761,1428316
33762,2629160
33763,1596590
33764,1390324
33765,2272191
33766,3556406
33767,3511127
33768,3054962
33769,3559782
33770,3290258
33771,3258857
33772,1159481
33773,3865842
33774,1864954
33775,2905742
33776,2815729
33777,1810681
33778,3776614
33779,3432255
33780,2192877
33781,1565136
33782,1348080
33783,2468960
33784,1042028
33785,3122881
33786,1345140
33787,2092903
33788,2990822
33789,1722307
33790,2818599
33791,3546734
33792,2731487
