"name","size","city","state"
"CASA GRANDE ANIMAL HOSPITAL",140000,"CASA GRANDE","AZ"
"CASABLANKA CONTRACTORS, INC",38427.78,"CAMDEN","NJ"
"CASABLANKA CONTRACTORS, INC",38427.78,"SEWELL","NJ"
"CASALE TECHNOLOGY GROUP LLC",340127.39,"CHANDLER","AZ"
"CASALETT & CO.",1500,"RANCHO CORDOVA","CA"
"CASALS, LINDA K",2725,"WENTZVILLE","MO"
"CASARA & BOSIO SRL",25265.88,"MALO",NA
"CASCADE AVIATION SERVICES INC",475278.7,"MARYSVILLE","WA"
"CASCADE CHRISTIAN SERVICES INC",-5315.48,"BELLINGHAM","WA"
"CASCADE CONTROLS, INC.",297950,"PORTLAND","OR"
"CASCADE DESIGNS, INC.",65617.12,"SEATTLE","WA"
"CASCADE FIRE EQUIPMENT COMPANY",554177.86,"MEDFORD","OR"
"CASCADE FIRE PROTECTION CO.",17504,"KENNEWICK","WA"
"CASCADE GASKET & MANUFACTURING CO., INC.",645.45,"KENT","WA"
"CASCADE HEALTHCARE PRODUCTS INC",3582,"PORTLAND","OR"
"CASCADE HOSPITALITY",11277.12,"COLUMBUS","GA"
"CASCADE MICROTECH, INC.",65238,"BEAVERTON","OR"
"CASCADE NATURAL GAS CORPORATION",35211.29,"KENNEWICK","WA"
"CASCADE ORTHOPEDIC SUPPLY, INC.",10263.82,"CHICO","CA"
"CASCADE PIPE & FEED SUPPLY INC",10938,"TWISP","WA"
"CASCADE RADON, INC.",-0.01,"PORTLAND","OR"
"CASCADE SHIP SUPPLY, LLC",12773,"SUQUAMISH","WA"
"CASCADE TECHNOLOGIES, INC.",249893,"PALO ALTO","CA"
"CASCADE TEK SOLUTIONS, LLC",29563,"CORNELIUS","OR"
"CASCADE UTILITIES, INC.",27192,"ESTACADA","OR"
"CASCADE WATER SERVICES, INC.",27540.1,"HICKSVILLE","NY"
"CASCADES TECHNOLOGIES, INC.",528810.74,"HERNDON","VA"
"CASCADIA ART CONSERVATION CENTER, LLC",19956.25,"PORTLAND","OR"
"CASCADIA RESEARCH COLLECTIVE",36152,"OLYMPIA","WA"
"CASCADIA SOFTWARE, INC",25068,"PUYALLUP","WA"
"CASCIO, KEVIN",639.08,"LANCASTER","NY"
"CASCO AREA WORKSHOP, INC.",130436,"HARRISONVILLE","MO"
"CASCO MANUFACTURING SOLUTIONS, INC.",324217.5,"CINCINNATI","OH"
"CASE FORENSICS CORPORATION",-303.12,"MOUNTLAKE TERRACE","WA"
"CASE MARINE INCORPORATED",-1462.13,"SEATTLE","WA"
"CASE MARINE, INC.",1826,"ARLINGTON","WA"
"CASE MEDICAL INC",122135.44,"SOUTH HACKENSACK","NJ"
"CASE WESTERN RESERVE UNIVERSIT",120876.16,"CLEVELAND","OH"
"CASE WESTERN RESERVE UNIVERSITY",255001.86,"CLEVELAND","OH"
"CASE, LOWE & HART, INC.",30786.12,"OGDEN","UT"
"CASE, WILLIAM & SYDNEY",31793.32,"KNOXVILLE","AR"
"CASELLA WASTE MANAGEMENT OF MASSACHUSETTS, INC.",3492,"AUBURN","MA"
"CASELLA WASTE MANAGEMENT OF N.Y., INC.",568,"ITHACA","NY"
"CASELLA WASTE MANAGEMENT, INC.",32679.95,"WHITE RIVER JUNCTION","VT"
"CASENETWORK LLC",6000,"NEWTOWN SQUARE","PA"
"CASEPRO INC",-369461.49,"SAN ANTONIO","TX"
"CASES BY SOURCE INC.",59289,"MAHWAH","NJ"
"CASEWARE INTERNATIONAL INC",1432515,"TORONTO",NA
"CASEWARE TECHNOLOGY, INC.",-21250,"RIGBY","ID"
"CASEWERKS LLC",10000,"BALTIMORE","MD"
"CASEY GROUP LLC THE",5998,"BATAVIA","NY"
"CASEY JO S CATERING INC",6617.25,"SABIN","MN"
"CASEY, HERBERT B.",6225,"SILVER SPRING","MD"
"CASFER AERO SYSTEMS, INC.",29000,"BOISE","ID"
"CASH-JACKSON, ANGELA",6143,"KECHI","KS"
"CASH-WA DISTRIBUTING CO. OF KEARNEY, INC.",18550,"KEARNEY","NE"
"CASH & CASH CONSTR",794,"REDDING","CA"
"CASH & LINCOLN FENCE CO.",7800,"CLOVIS","CA"
"CASH GRAIN BIDS",6000,"BOZEMAN","MT"
"CASH, MICHAEL S",2800,"EL CAJON","CA"
"CASHFLOW SOLUTIONS, INC.",56394.28,"GLEN MILLS","PA"
"CASHMAN DREDGING AND MARINE CONTRACTING, CO., LLC",15271665.55,"QUINCY","MA"
"CASHMAN EQUIPMENT COMPANY",33326.67,"HENDERSON","NV"
"CASIANO-MATOS, WALESKA",25800,"CROFTON","MD"
"CASIAS, GEORGE",14000,"DENVER","CO"
"CASIPIT, CALVIN H",8586,"GUSTAVUS","AK"
"CASK TECHNOLOGIES, LLC",10604909.88,"SAN DIEGO","CA"
"CASKETS BY DESIGN",67177,"CALDWELL","ID"
"CASON ENGINEERING, INC.",14698.45,"EL DORADO HILLS","CA"
"CASP AEROSPACE INC",15960,"POINTE-CLAIRE",NA
"CASS COUNTY",11863.23,"LINDEN","TX"
"CASS LAKE, CITY OF",7000,"CASS LAKE","MN"
"CASSEL RANCH",7456,"GLASGOW","MT"
"CASSENS, MICHAEL",15600,"KENNEWICK","WA"
"CASSIDY EQUIPMENT REPAIR, L.L.C.",14000,"RAPID CITY","SD"
"CASSILLE, CYNTHIA",11931,"NORTH ANDOVER","MA"
"CASSIRER, NAOMI",123008.08,"SEATTLE","WA"
"CASSIS, NATHALIE OD",-5355,"NEWPORT NEWS","VA"
"CASSLING DIAGNOSTIC IMAGING, INC.",509595.45,"OMAHA","NE"
"CAST ALUMINUM AND BRASS CORP.",-12022,"SAN LEANDRO","CA"
"CAST NAVIGATION, LLC",600433.33,"TEWKSBURY","MA"
"CAST SOFTWARE, INC.",272250,"NEW YORK","NY"
"CAST SPECIALTY TRANSPORTATION, INC",72500,"HENDERSON","CO"
"CASTAGNOLA TUG SERVICE, INC",5869.11,"SANTA BARBARA","CA"
"CASTANO & ASOCIADOS CONSTRUCCION SOSTENIBLE SL.",500,"SEVILLA",NA
"CASTAWAY CONSTRUCTION & RESTORATION LLC",12960,"PUUNENE","HI"
"CASTELLANA ASSOCIATES INC",22563,"LIVONIA","MI"
"CASTELLENTE, ETTORE J",2990,"EAST WENATCHEE","WA"
"CASTELLI, JOSEPH L",67249.74,"WAYNE","PA"
"CASTER CONCEPTS, INC.",10120,"ALBION","MI"
"CASTERS OF OKLAHOMA, INC.",6366,"TULSA","OK"
"CASTILLO LANGUAGES SERVICES, INC.",3287.21,"GREENVILLE","NC"
"CASTILLO TECHNOLOGIES, LLC",-1977.15,"CHANDLER","AZ"
"CASTLE-ROGERS, AMY",1200,"WARRENVILLE","IL"
"CASTLE BUSINESS SOLUTIONS",326084,"DALLAS","TX"
"CASTLE CONCEPTS INC",152000,"SAINT AUGUSTINE","FL"
"CASTLE HILL ASSOCIATES, LLC",64900,"WATERVILLE","OH"
"CASTLE HILL HOLDINGS, INC.",7564.84,"PLEASANT HILL","CA"
"CASTLE INTERNATIONAL CORPORATION",70960.7,"KANEOHE","HI"
"CASTO, LINDSEY JO",55440,"SUTTON","WV"
"CASTOR MATERIALS",-1208,"PHILADELPHIA","PA"
"CASTOR, ROBIN",7404,"MENA","AR"
"CASTRO'S COLLISION CENTER, INC",2727.37,"SAINT PAUL","MN"
"CASTRO & COMPANY, LLC",182258,"ALEXANDRIA","VA"
"CASTRO, SUZANNE K",88160,"LEWISVILLE","TX"
"CASUAL PERFORMANCE, INC.",789773.76,"LOS ANGELES","CA"
"CAT-ENSOFTEK",100000,"LAUREL","MD"
"CAT WORKS, LLC",2041.29000000001,"BATTLE GROUND","WA"
"CAT5 COMMERCE, LLC",31084.75,"CHESTERFIELD","MO"
"CATALDO AMBULANCE SERVICE, INC.",6293.29,"SOMERVILLE","MA"
"CATALINA CHINA, INC.",6465.6,"TUCSON","AZ"
"CATALINA CURTAIN COMPANY, INC.",10881.98,"LAKE ELSINORE","CA"
"CATALINA DISTRIBUTIONS INC.",61641.56,"NEW HAVEN","CT"
"CATALINA INSTRUMENT CORP.",952,"PLAINVIEW","NY"
"CATALOGIC SOFTWARE, INC.",265306.62,"WOODCLIFF LAKE","NJ"
"CATALYST COMMUNICATIONS TECHNOLOGIES, INC.",5126,"FOREST","VA"
"CATALYST CONSTRUCTION CORPORATION",23950,"MIAMI","FL"
"CATALYST ELECTRIC",61553.53,"OSAGE BEACH","MO"
"CATALYST EMAX PARTNERS LLC",587092.84,"WASHINGTON","DC"
"CATALYST GROUP LLC, THE",14153.6,"HONOLULU","HI"
"CATALYST LEARNING COMPANY",10161.4,"LOUISVILLE","KY"
"CATALYST ORTHOSCIENCE LLC",10000,"NAPLES","FL"
"CATALYST PROFESSIONAL SERVICES INC.",-3573311.37,"COLORADO SPRINGS","CO"
"CATALYST SERVICES, LLC",5122429.89,"SAN DIEGO","CA"
"CATALYST SOLUTIONS, LLC",998267,"STAFFORD","VA"
"CATAMOUNT CONSTRUCTORS, INC.",9917271.83,"LAKEWOOD","CO"
"CATANIA-SPAGNA CORPORATION",743623.5,"AYER","MA"
"CATAPULT CONSULTANTS LLC",-2404477.1,"ARLINGTON","VA"
"CATAPULT HEALTH TECHNOLOGY GROUP, LLC",2579339.11,"ALEXANDRIA","VA"
"CATAPULT LEARNING PATRIOT LLC",586816.02,"CAMDEN","NJ"
"CATAPULT TECHNOLOGY LIMITED",670804.8,"ALEXANDRIA","VA"
"CATAPULT TECHNOLOGY LTD",5009265.27,"ALEXANDRIA","VA"
"CATER INN, INC",19081.75,"PEORIA","IL"
"CATERED TWO PRODUCTIONS, INC.",4160,"RAPID CITY","SD"
"CATERING 360 INC",6261,"CAGUAS","PR"
"CATERING LINK, INC.",17642.1,"FLEMING ISLAND","FL"
"CATERPILLAR INC.",54842697.13,"MOSSVILLE","IL"
"CATES CONTROL SYSTEMS INC",15000,"HOUSTON","TX"
"CATHARSIS PRODUCTIONS LLC",-42124.69,"CHICAGO","IL"
"CATHERINE L GREENWOOD",10908,"ENCAMPMENT","WY"
"CATHERINE M VERNON & ASSOCIATES COURT REPORTERS, LLC",3614.6,"TACOMA","WA"
"CATHERINE SPENCER",10395,"WHEELING","WV"
"CATHERINE T BELLCASE",9891,"MOBILE","AL"
"CATHEY, JANET L",5024,"FORT SMITH","AR"
"CATHOLIC CHARITIES ARCHDIOCESE OF NEW ORLEANS",10385.6,"KENNER","LA"
"CATHOLIC CHARITIES DIOCESE OF FORT WAYNE SOUTH BEND, INC",7500,"FORT WAYNE","IN"
"CATHOLIC CHARITIES MAINE",75465,"PORTLAND","ME"
"CATHOLIC CHARITIES OF CENTRAL FLORIDA, INC.",150000,"ORLANDO","FL"
"CATHOLIC CHARITIES OF DIOCESE OF ALBANY",-40000,"ALBANY","NY"
"CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO",12172.2,"CHICAGO","IL"
"CATHOLIC CHARITIES OF THE ARCHDIOCESE OF MILWAUKEE, INC.",5265.5,"MILWAUKEE","WI"
"CATHOLIC CHARITIES OF THE DIOCESE OF ROCHESTER",-20000,"BATH","NY"
"CATHOLIC CHARITIES OF THE DIOCESE OF SAN DIEGO",777086.26,"SAN DIEGO","CA"
"CATHOLIC CHARITIES WEST VIRGINIA, INC.",-340,"WHEELING","WV"
"CATHOLIC CHARITIES, DIOCESE OF FORT WORTH, INC.",210,"FORT WORTH","TX"
"CATHOLIC DIOCESE OF LEXINGTON",-800,"LEXINGTON","KY"
"CATHOLIC DIOCESE OF WICHITA",-17105.79,"WICHITA","KS"
"CATHOLIC SOCIAL SERVICES",19950,"RAPID CITY","SD"
"CATHOLIC UNIVERSITY OF AMERICA (THE)",109052,"WASHINGTON","DC"
"CATHY BIONDO",3355,"EAST MEADOW","NY"
"CATHY D SNOW",6244.6,"FOUNTAIN INN","SC"
"CATHY PILLION",8360,"TAZEWELL","TN"
"CATHY SANDERS",18142.67,"KINGSPORT","TN"
"CATHY SCHONENBACH",3395,"ASHLAND","MT"
"CATHYJON ENTERPRISES, INC.",120350.84,"HUNTINGTON BEACH","CA"
"CATI, INC.",90925.23,"MITCHELLVILLE","MD"
"CATLETT & COMPANY INC",33400,"TAMPA","FL"
"CATON CONNECTOR CORP.",496178.93,"KINGSTON","MA"
"CATSKILL REGIONAL MEDICAL CENTER FOUNDATION, INC.",22878,"HARRIS","NY"
"CATTARAUGUS REHABILITATION CENTER INC",1179.82,"OLEAN","NY"
"CATTOOR LIVESTOCK ROUNDUP INC",-138971.5,"NEPHI","UT"
"CATVIDEO INC.",6122159.92,"TUCKER","GA"
"CAUCHO TECHNOLOGY INC",4858.33,"SAN DIEGO","CA"
"CAUDILL WEBSITE DESIGN & CONSTRUCTION",54000,"WASHINGTON","DC"
"CAUDILL WEBSITE DESIGN AND CONSTRUCTION, INC.",150000,"WASHINGTON","DC"
"CAUDLE, NAQUANA",9340,"FLINT","MI"
"CAUGHRON AND COMPANY",15811.14,"MARYVILLE","TN"
"CAVALCORP, LTD.",91937.5,"RALEIGH","NC"
"CAVALIER COMMUNICATIONS, INCORPORATED",14995,"CHANTILLY","VA"
"CAVALIER COURIER SERVICES, LLC",105000,"LEESBURG","VA"
"CAVALIER TELEPHONE, L.L.C.",3909502.08,"RICHMOND","VA"
"CAVALRY PROPERTY MANAGEMENT LLC",32277.72,"FAIRVIEW HEIGHTS","IL"
"CAVANAGH MARINE, INC.",9850,"LITTLE COMPTON","RI"
"CAVANAUGH FLIGHT MUSEUM",33280,"ADDISON","TX"
"CAVANAUGH GOVERNMENT GROUP, LLC",1231198.8,"BRIDGEVIEW","IL"
"CAVANAUGH MACHINE WORKS, INC.",94108.6,"LONG BEACH","CA"
"CAVAUTO SRL",3500.89,"ERBA",NA
"CAVE'S AUTO BODY, LLC",10844.67,"CLINTON","MD"
"CAVE ASFALTI DI DELL'AGNESE SRL",93777.5,"ROVEREDO IN PIANO",NA
"CAVE RESEARCH FOUNDATION INC",3900,"CAVE CITY","KY"
"CAVE SYSTEMS, INC",105123,"RICHMOND","VA"
"CAVENDISH FARMS, INC.",121524,"JAMESTOWN","ND"
"CAVINESS BEEF PACKERS, LTD.",12991294.41,"AMARILLO","TX"
"CAVOSSA CORPORATION",-5975,"EAST FALMOUTH","MA"
"CAVOTEC CANADA INC",26566.09,"MARKHAM",NA
"CAVOTEC DABICO US INC.",7656.97,"CYPRESS","CA"
"CAVOTEC USA INC.",11970,"MOORESVILLE","NC"
"CAVU CONSULTING INC.",750000,"SAN DIEGO","CA"
"CAYENNE MEDICAL, INC.",-3800,"SCOTTSDALE","AZ"
"CAYMAN CHEMICAL COMPANY, INCORPORATED",6274,"ANN ARBOR","MI"
"CAYO HUESO VENTURES LLC",55900,"SAINT CLOUD","FL"
"CAYO, LLC",22974426.5,"FORT WORTH","TX"
"CAYUGA ORTHOTIC & PROSTHETICS INC",33728.07,"ROCHESTER","NY"
"CAZADOR APPAREL, LLC",7243.39,"ANCHORAGE","AK"
"CAZADOR, LLC",2205691.21,"ANCHORAGE","AK"
"CAZADOR, LLC",2205691.21,"HERNDON","VA"
"CAZADORES CONSTRUCTION, INC.",1093886.73,"CASA GRANDE","AZ"
"CAZENOVIA EQUIPMENT CO., INC.",6561.09,"CAZENOVIA","NY"
"CB CRITICAL SYSTEMS LLC",68897,"GLEN ALLEN","VA"
"CB EMULSION LLC",316324.24,"PREWITT","NM"
"CB EXPRESS DELIVERY SERVICE, INC.",7915,"CLINTON","MD"
"CB FACILITY SOLUTIONS, INC.",8320.22,"ELLENTON","FL"
"CB PACIFIC, INC.",182592.86,"KIRKLAND","WA"
"CB RICHARD ELLIS, INC.",30062,"MC LEAN","VA"
"CB RICHARD ELLIS, INC.",30062,"WASHINGTON","DC"
"CB&I FEDERAL SERVICES LLC",44866563.93,"ALEXANDRIA","VA"
"CB&I FEDERAL SERVICES LLC",44866563.93,"BATON ROUGE","LA"
"CBA LIGHTING AND CONTROLS INC",12582.33,"WINDSOR LOCKS","CT"
"CBALIA INC",923767.77,"FREDERICKSBURG","VA"
"CBASE SOLUTIONS INCORPORATED",203481.6,"NORTH BETHESDA","MD"
"CBC, INC.",3887.5,"LYONS","GA"
"CBCINNOVIS INCORPORATED",-90128.25,"PITTSBURGH","PA"
"CBCINNOVIS, INC.",-3757.25,"PITTSBURGH","PA"
"CBE CORPORATION OF GAYLORD",5369.6,"GAYLORD","MI"
"CBE GROUP INCORPORATED THE",5643210.04,"CEDAR FALLS","IA"
"CBG SYSTEMS PTY LTD",49128,"DERWENT PARK",NA
"CBHF ENGINEERS, PLLC",249513,"WILMINGTON","NC"
"CBJ DEVELOPMENT CO.",970788.78,"FORD CITY","PA"
"CBK AVIATION, INC",25875,"VALENCIA","CA"
"CBM SOUTH, INC.",11096,"LACEY","WA"
"CBMM NORTH AMERICA, INC",10945.2,"BRIDGEVILLE","PA"
"CBOL CORPORATION",660,"CHATSWORTH","CA"
"CBR PERFORMANCE",-12510,"CARRIERE","MS"
"CBRE, INC",379195.19,"WASHINGTON","DC"
"CBRE, INC.",15000,"HONOLULU","HI"
"CBS MANHATTAN LLC",2832.37,"MANHATTAN","KS"
"CBS NUCLEAR SERVICES, INC.",985,"MATTHEWS","NC"
"CBS STUDIOS INC.",1319570,"LOS ANGELES","CA"
"CBS, INC.",198756.23,"BELTSVILLE","MD"
"CBS, INC.",198756.23,"KENSINGTON","MD"
"CBT CORPORATION",241902.49,"INDEPENDENCE","MO"
"CBT LOGISTICS INC.",105357.75,"ENGLEWOOD","CO"
"CBT NUGGETS, LLC",116362.35,"EUGENE","OR"
"CBT SUPPLY, INC.",161841.66,"ROCKAWAY","NJ"
"CC BIOTECH LLC",65700,"ROCKVILLE","MD"
"CC MEDIA HOLDINGS, INC.",6000,"SAN ANTONIO","TX"
"CC SOFTWARE, INC",59243.04,"WEST JORDAN","UT"
"CC&A CLEANING SERVICE",9300,"COLUMBUS","GA"
"CC&C MANAGEMENT SERVICES, LLC",940609.65,"BETHESDA","MD"
"CCATT LLC",3341.82,"CANONSBURG","PA"
"CCB, INC.",68082.45,"WESTBROOK","ME"
"CCBCC OPERATIONS, LLC",234,"OCEAN SPRINGS","MS"
"CCCREATIONS",12448,"LA BELLE","FL"
"CCCS INTERNATIONAL LLC",25000,"CHARLESTON","SC"
"CCE SPECIALTIES, LLC",40894.94,"FREDERICKSBURG","VA"
"CCF VENTURES, INC.",9511.17,"BANGOR","ME"
"CCH INCORPORATED",211580,"RIVERWOODS","IL"
"CCI CONSTRUCTION SERVICES LLC",302709.49,"ALTUS","OK"
"CCI CONSTRUCTION SERVICES, LLC",5630106.94,"ANCHORAGE","AK"
"CCI ENERGY AND CONSTRUCTION SERVICES",131465,"AUGUSTA","ME"
"CCI ENERGY AND CONSTRUCTION SERVICES LLC",5704909,"AUGUSTA","ME"
"CCI ENERGY AND CONSTRUCTION SERVICES LLC",5704909,"GARDEN RIDGE","TX"
"CCI ENERGY AND CONSTRUCTION SERVICES, LLC",3241328.38,"SHALIMAR","FL"
"CCI GROUP, LLC",238619.03,"ANCHORAGE","AK"
"CCI LEARNING SOLUTIONS INC",6336,"FOUNTAIN HILLS","AZ"
"CCI MECHANICAL, LLC",629100.02,"ANCHORAGE","AK"
"CCI SOLUTIONS, LLC",524975.77,"ANCHORAGE","AK"
"CCI SOLUTIONS, LLC",524975.77,"AUGUSTA","ME"
"CCIM INSTITUTE",50400,"CHICAGO","IL"
"CCITE, INC.",-18774,"DANVILLE","CA"
"CCM CONSTRUCTION SERVICES, INC.",42430,"DANBURY","CT"
"CCO MISSIONS, INC.",53303,"MORETOWN","VT"
"CCR ENVIRONMENTAL INC",12000,"ATLANTA","GA"
"CCRC TYSONS LLC",133190.07,"BETHESDA","MD"
"CCRE 2011-C2 EAST TEXAS STREET, LLC",15170,"BOSSIER CITY","LA"
"CCS ASSOCIATES, INC",-113058.02,"MOUNTAIN VIEW","CA"
"CCS GROUP, INC.",-16495.77,"CHESTERFIELD","MO"
"CCS INDUSTRIAL SERVICES, INC",4775,"POPLARVILLE","MS"
"CCS WP, LLC",2207976.22,"WINTER PARK","FL"
"CCTA INVESTMENTS LLC",-115411.08,"MCALLEN","TX"
"CD'S MACHINE, INC.",111781.51,"HASKELL","OK"
"CD-DATA",43611,"FOLSOM","CA"
"CD-TABCO PRODUCTS, INC",13094.76,"SALT LAKE CITY","UT"
"CD & T LOGISTICS INC.",1119757.55,"SMITHVILLE","MO"
"CD BIOSCIENCES INC",5260,"SHIRLEY","NY"
"CD BUSINESS GROUP, LLC",-200335,"SAN ANTONIO","TX"
"CD ENTERPRISES",6845,"BURLESON","TX"
"CDA INCORPORATED",285822.27,"EDGEWATER","MD"
"CDA SOLUTIONS, INC.",1335637.55,"WEST MELBOURNE","FL"
"CDE/SBI, LLC",-9,"FLAGSTAFF","AZ"
"CDG COAST DYNAMICS GROUP LTD",7352.18,"VICTORIA",NA
"CDG ENGINEERS ARCHITECTS PLANNERS, INC.",65939,"SAINT LOUIS","MO"
"CDI-M&T COMPANY LLC",9972,"JACKSONVILLE","FL"
"CDI-M&T COMPANY, LLC",833752.3,"JACKSONVILLE","FL"
"CDI-M&T COMPANY, LLC",833752.3,"NORFOLK","VA"
"CDI INDUSTRIES, INC.",9230.5,"CLEVELAND","OH"
"CDI MARINE COMPANY",6074138.54,"JACKSONVILLE","FL"
"CDI MARINE COMPANY",6074138.54,"VIRGINIA BEACH","VA"
"CDI/DCI JOINT VENTURE",-3667.29,"PASADENA","CA"
"CDK MOBILE SYSTEMS INC.",591212.9,"WILMINGTON","DE"
"CDL NUCLEAR TECHNOLOGIES INC",9140,"WEXFORD","PA"
"CDM-AECOM MULTIMEDIA JOINT VENTURE",1745804.7,"FAIRFAX","VA"
"CDM A JOINT VENTURE",3000000,"CHANTILLY","VA"
"CDM CONSTRUCTORS INC.",908676,"BOSTON","MA"
"CDM CONSTRUCTORS INC.",908676,"MAITLAND","FL"
"CDM FEDERAL PROGRAMS CORPORATION",11309854.74,"BOSTON","MA"
"CDM FEDERAL PROGRAMS CORPORATION",11309854.74,"CAMBRIDGE","MA"
"CDM FEDERAL PROGRAMS CORPORATION",11309854.74,"CARBONDALE","IL"
"CDM FEDERAL PROGRAMS CORPORATION",11309854.74,"CHANTILLY","VA"
"CDM FEDERAL PROGRAMS CORPORATION",11309854.74,"FAIRFAX","VA"
"CDM FEDERAL PROGRAMS CORPORATION",11309854.74,"GULFPORT","MS"
"CDM FEDERAL PROGRAMS CORPORATION",11309854.74,"JACKSONVILLE","FL"
"CDM FEDERAL PROGRAMS CORPORATION",11309854.74,"KANSAS CITY","MO"
"CDM FEDERAL PROGRAMS CORPORATION",11309854.74,"NEW YORK","NY"
"CDM FEDERAL PROGRAMS CORPORATION",11309854.74,"WALNUT CREEK","CA"
"CDM FEDERAL SERVICES EUROPE JOINT VENTURE",1622401.73,"ALSBACH-HAHNLEIN",NA
"CDM GROUP, INC., THE",360882,"BETHESDA","MD"
"CDM INTERNATIONAL INC",9353458,"BOSTON","MA"
"CDM SMITH INC.",1000000,"BOSTON","MA"
"CDM STANLEY A JOINT VENTURE",-69903.46,"CHANTILLY","VA"
"CDM/CAPE, A JOINT VENTURE",1276131,"CAMBRIDGE","MA"
"CDO TECHNOLOGIES, INC.",17979884.87,"DAYTON","OH"
"CDR ASSOCIATES",-25000,"BOULDER","CO"
"CDS ANALYTICAL, LLC",80975,"OXFORD","PA"
"CDS MONARCH, INC.",17399.12,"WEBSTER","NY"
"CDW GOVERNMENT INC",5704,"VERNON HILLS","IL"
"CDW GOVERNMENT INCORPORATED",-2892.72,"VERNON HILLS","IL"
"CDW GOVERNMENT LLC",104549949.51,"HERNDON","VA"
"CDW GOVERNMENT LLC",104549949.51,"VERNON HILLS","IL"
"CDW GOVERNMENT, INC.",72777785.97,"VERNON HILLS","IL"
"CE-TECH OF JACKSONVILLE, INC.",976,"JACKSONVILLE","FL"
"CE BROKER, INC.",-48250.05,"JACKSONVILLE","FL"
"CE2 CORPORATION, INC.",599630.45,"PLEASANTON","CA"
"CE2 KLEINFELDER JV",445405,"PLEASANTON","CA"
"CEA INDUSTRIAL SUPPLY INC",10410.05,"SAN JUAN","PR"
"CEB INC.",76003,"ARLINGTON","VA"
"CEBCO CONSTRUCTION INC",237790,"LILLINGTON","NC"
"CEBRIDGE ACQUISITION L.P.",8090.64,"SAN ANGELO","TX"
"CEBRIDGE ACQUISITION L.P.",8090.64,"TYLER","TX"
"CEC MOTOR & UTILITY SERVICES, LLC",31316.63,"PALMETTO","FL"
"CEC VIBRATION PRODUCTS INC.",19587.8,"COVINA","CA"
"CECH, ANDREW J",6369.44,"ATHENS","OH"
"CECIL & CECIL ENTERPRISES, INC.",3177.45,"ELK GROVE","CA"
"CECIL I. WALKER MACHINERY CO.",17395.83,"BELLE","WV"
"CECIL LOGGING, INC.",358325,"FRASER","CO"
"CECILE M JOHNSON",4623.65,"HOUSTON","TX"
"CECILIA THOMAS MS CRC",16772.28,"CHARLESTON","WV"
"CED SOLUTIONS LLC",15960,"MARIETTA","GA"
"CEDAR'S RESTAURANT INC",4620,"SPRINGFIELD","MO"
"CEDAR COUNTRY LUMBER LLC",29274.04,"BURLINGTON","WA"
"CEDAR CREST EQUIPMENT",8990,"MYERSTOWN","PA"
"CEDAR DIAGNOSTICS LLC",51479.66,"CORTEZ","CO"
"CEDAR ELECTRIC, INC.",353097.28,"LITITZ","PA"
"CEDAR GROVE ORGANICS RECYCLING LLC",11535.6,"SEATTLE","WA"
"CEDAR HILL CATERING",206421.5,"MITCHELL","IN"
"CEDAR HOLDINGS, LLC",530187.85,"HIGHLAND","CA"
"CEDAR RIDGE FORESTRY INC",-872.35,"PELKIE","MI"
"CEDAR SUPERIOR CLEANING SERVICE INC",8028,"CEDAR CITY","UT"
"CEDAR VALLEY LAWN CARE INC",1146.6,"WATERLOO","IA"
"CEDAR, COUNTY OF",61500,"STOCKTON","MO"
"CEDARS-SINAI MEDICAL CENTER",50597.32,"LOS ANGELES","CA"
"CEE HYDROSYSTEMS USA INC",40095,"CARLSBAD","CA"
"CEELI INSTITUT, O.P.S.",19600,"PRAHA 2",NA
"CEENEX (PTY) LTD",9930.8,"PRETORIA",NA
"CEEPCO CONTRACTING, LLC",1485497.18,"SILVER SPRING","MD"
"CEF INDUSTRIES, LLC",223479,"ADDISON","IL"
"CEGASA USA INC",10890,"ADDISON","IL"
"CEI-PARS NORTH ATLANTIC LLC",539925,"MARLBOROUGH","MA"
"CEI SALES, LLC",-7219.22,"LORTON","VA"
"CEI SALES, LLC",-7219.22,"NEWINGTON","VA"
"CEIA USA LLC",73903.48,"TWINSBURG","OH"
"CEIA USA, LTD",401785.2,"TWINSBURG","OH"
"CEJAY ENGINEERING, LLC",325166.99,"BONITA SPRINGS","FL"
"CEL OIL PRODUCTS CORP.",41180.32,"NORTH CHARLESTON","SC"
"CELARTEM, INC.",6594,"PORTLAND","OR"
"CELERIS SYSTEMS INC",2560027.48,"ANAHEIM","CA"
"CELERITEX, LLC",337500,"SUWANEE","GA"
"CELERITY GOVERNMENT SOLUTIONS, LLC",2062210.67,"MCLEAN","VA"
"CELESTAR CORPORATION",3605078.04,"TAMPA","FL"
"CELF SERVICES, LLC",30515.82,"CHAMBERSBURG","PA"
"CELINA TENT RENTAL INCORPORATED",41875.27,"CELINA","OH"
"CELL BIOLOGICS INC",24595,"CHICAGO","IL"
"CELL SIGNALING TECHNOLOGY, INC.",10298.75,"DANVERS","MA"
"CELL TELL COMPANY",9450,"OLYMPIA","WA"
"CELLCO PARTNERSHIP",21792995.99,"ALPHARETTA","GA"
"CELLCO PARTNERSHIP",21792995.99,"BASKING RIDGE","NJ"
