Agency,Subagency,accountID,Title,Obligation
Department of Justice,General Administration,842,Working Capital Fund,1421200016
Department of Justice,Legal Activities and U.S. Marshals,843,Justice Prisoner and Alien Transportation System Fund,41321717.77
Department of Justice,Office of Justice Programs,844,Crime Victims Fund,125280838.5
Department of Justice,Legal Activities and U.S. Marshals,845,Assets Forfeiture Fund,890742815.9
Department of Justice,Legal Activities and U.S. Marshals,846,United States Trustee System Fund,175365612.1
Department of Justice,Drug Enforcement Administration,848,Diversion Control Fee Account,303595883.9
Department of Justice,Office of Justice Programs,850,Domestic Trafficking Victims' Fund,383391
Department of Justice,Legal Activities and U.S. Marshals,851,United States Victims of State Sponsored Terrorism Fund,974556629.1
Department of Justice,Radiation Exposure Compensation,866,Radiation Exposure Compensation Trust Fund,43402582.16
Department of Justice,General Administration,867,Justice Gift Fund,2500
Department of Justice,Office of Justice Programs,868,"Gifts, Crime Victims Fund",0
Department of Justice,Federal Prison System,869,Commissary Funds,262925221
Department of Justice,Office of Justice Programs,875,"Office of Justice Programs, Community Oriented Policing Services",0
Department of Labor,Departmental Management,884,Office of the Inspector General,61527899.82
Department of Labor,Departmental Management,885,Office of Inspector General - Recovery Act,0
Department of Labor,Wage and Hour Division,886,Wage and Hour Division H-2B,0
Department of Labor,Wage and Hour Division,887,Salaries and Expenses,165063896
Department of Labor,Office of Federal Contract Compliance Programs,888,Salaries and Expenses,66505875.76
Department of Labor,Office of Labor Management Standards,889,Salaries and Expenses,30009197.02
Department of Labor,Departmental Management,890,IT Modernization,5877726.55
Department of Labor,Office of Workers' Compensation Programs,891,Salaries and Expenses,112658686.1
Department of Labor,Departmental Management,892,Veterans Employment and Training,170391424.6
Department of Labor,Departmental Management,893,Salaries and Expenses,279187976.8
Department of Labor,Departmental Management,894,"Salaries and Expenses, Office of Disability Employment Policy",11431361.84
Department of Labor,Employment and Training Administration,895,Short Time Compensation Programs,0
Department of Labor,Office of Workers' Compensation Programs,896,Special Benefits for Disabled Coal Miners,67258691.33
Department of Labor,Employment and Training Administration,898,Program Administration,107287860.2
Department of Labor,Employment and Training Administration,899,Training and Employment Service,2528106357
Department of Labor,Employment and Training Administration,900,Community Service Employment for Older Americans,174408616.8
Department of Labor,Employment and Training Administration,901,Payments to the Unemployment Trust Fund,6517000
Department of Labor,Employment and Training Administration,902,State Unemployment Insurance and Employment Service Operations,2700660186
Department of Labor,Employment and Training Administration,903,Office of Job Corps,886298030.2
Department of Labor,Employment and Training Administration,904,Office of Job Corps - Recovery Act,18743.04
Department of Labor,Employment and Training Administration,905,Interior,1302499.93
Department of Labor,Employment and Training Administration,907,TAA Community College and Career Training Grant Fund,0
Department of Labor,Bureau of Labor Statistics,908,Salaries and Expenses,460026460.8
Department of Labor,Employment and Training Administration,909,Federal Unemployment Benefits and Allowances,236506616.2
Department of Labor,Employment and Training Administration,910,Advances to the Unemployment Trust Fund and Other Funds,0
Department of Labor,Occupational Safety and Health Administration,911,Salaries and Expenses,411859360
Department of Labor,Mine Safety and Health Administration,912,Salaries and Expenses,278953924.4
Department of Labor,Office of Workers' Compensation Programs,913,Special Benefits,2192702533
Department of Labor,Office of Workers' Compensation Programs,914,Energy Employees Occupational Illness Compensation Fund,941330571.9
Department of Labor,Office of Workers' Compensation Programs,915,"Administrative Expenses, Energy Employees Occupational Illness Compensation Fund",93535116.42
Department of Labor,Employee Benefits Security Administration,916,Salaries and Expenses,127518928.6
Department of Labor,Employment and Training Administration,917,Federal Additional Unemployment Compensation Program - Recovery Act,0
Department of Labor,Employment and Training Administration,918,Federal Unemployment Compensation Program,4014927.75
Department of Labor,Pension Benefit Guaranty Corporation,919,Pension Benefit Guaranty Corporation,4697237718
Department of Labor,Departmental Management,921,Working Capital Fund,280277378.6
Department of Labor,Employment and Training Administration,922,"Salaries and Expenses, H-1B Funded, State Unemployment Insurance and Employment Operations",15311210.68
Department of Labor,Employment and Training Administration,923,"Salaries and Expenses, H-1B Funded, Training and Employment Services",129775855.3
Department of Labor,Office of Workers' Compensation Programs,924,Panama Canal Commission Compensation Fund,4496967.03
Department of Labor,Wage and Hour Division,925,H-1B and L Fraud Protection and Detection Account,41103394.46
Department of Labor,Employment and Training Administration,932,Unemployment Trust Fund - Treasury Managed,25771977935
Department of Labor,Office of Workers' Compensation Programs,933,Relief and Rehabilitation,81699584.75
Department of Labor,Departmental Management,934,Gifts and Bequests,0
Department of Labor,Office of Workers' Compensation Programs,935,Relief and Rehabilitation,4099785.08
Department of Labor,Office of Workers' Compensation Programs,936,Black Lung Disability Trust Fund - Treasury Managed,179460828.6
Department of Defense,Procurement,937,"Coastal Defense Augmentation, Navy",0
Department of Defense,Operation and Maintenance,938,Ship Modernization,0
Department of Defense,Family Housing,939,"Family Housing Construction, Navy and Marine Corps",10590745.9
Department of Defense,Family Housing,940,"Family Housing Operation and Maintenance, Navy and Marine Corps",129415973.5
Department of Defense,Operation and Maintenance,941,"Environmental Restoration, Navy",0
Department of Defense,Military Personnel,942,"Medicare-Eligible Retiree Health Fund Contribution, Navy",1352369000
Department of Defense,Military Personnel,943,"Medicare-Eligible Retiree Health Fund Contribution, Marine Corps",766286000
Department of Defense,Military Personnel,944,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Navy",123448000
Department of Defense,Military Personnel,945,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Marine Corps",71630000
Department of Defense,Military Personnel,946,"Military Personnel, Marine Corps",6547801635
Department of Defense,Operation and Maintenance,947,"Operation and Maintenance, Marine Corps",3571742081
Department of Defense,Operation and Maintenance,948,"Operation and Maintenance, Marine Corps Reserve",161070874.6
Department of Defense,Military Personnel,949,"Reserve Personnel, Marine Corps",348027649.7
Department of Defense,Procurement,950,"Procurement, Marine Corps",563253581
Department of Defense,Military Construction,951,"Military Construction, Navy and Marine Corps",0
Department of Defense,Military Construction,952,"Military Construction - Recovery Act, Navy and Marine Corps",0
Department of Defense,Military Construction,953,"Military Construction, Naval Reserve",2399369.49
Department of Defense,Operation and Maintenance,954,Payments to Kaho'Olawe Island Conveyance,0
Department of Defense,"Research, Development, Test, and Evaluation",955,"Research, Development, Test, and Evaluation, Navy",9349031438
Department of Defense,Military Personnel,956,"Reserve Personnel, Navy",965697247.5
Department of Defense,Military Personnel,957,"Military Personnel, Navy",14306012214
Department of Defense,Procurement,958,"Aircraft Procurement, Navy",9940481291
Department of Defense,Procurement,959,"Weapons Procurement, Navy",1768804770
Department of Defense,Procurement,960,"Procurement of Ammunition, Navy and Marine Corps",477553773.8
Department of Defense,Procurement,961,"Shipbuilding and Conversion, Navy",9545169660
Department of Defense,Procurement,962,"National Sea-Based Deterrence Fund, Navy",250058274
Department of Defense,Operation and Maintenance,963,"Operation and Maintenance, Navy",25992795681
Department of Defense,Operation and Maintenance,964,"Operation and Maintenance, Navy Reserve",515453100.7
Department of Defense,Procurement,965,"Other Procurement, Navy",3829341559
Department of Defense,Revolving and Management Funds,966,"National Defense Sealift Fund, Navy",524696611.2
Department of Defense,"Forest and Wildlife Conservation, Military Reservations",968,"Wildlife Conservation, Etc., Military Reservations, Navy",103954.03
Department of Defense,Operation and Maintenance,969,"Kaho'Olawe Island Conveyance, Remediation, and Environmental Restoration Fund, Navy",0
Department of Defense,Military Construction,970,Ford Island Improvement Account,0
Department of Defense,Trust Funds,989,"Department of the Navy General Gift Fund, Navy",1436720.79
Department of Defense,Trust Funds,990,"Ships' Stores Profits, Navy",7576408.84
Department of Defense,Trust Funds,991,United States Naval Academy General Gift Fund,7980841.65
Department of State,Administration of Foreign Affairs,997,Salaries and Expenses,0
Department of State,Administration of Foreign Affairs,998,Diplomatic and Consular Programs,8849468063
Department of State,Administration of Foreign Affairs,999,Capital Investment Fund,84436.45
Department of State,Administration of Foreign Affairs,1000,Conflict Stabilization Operations,3062722.5
Department of State,Administration of Foreign Affairs,1001,International Information Programs,0
Department of State,Other,1002,East-West Center,9030000
Department of State,Other,1003,North/South Center,0
Department of State,Administration of Foreign Affairs,1004,Educational and Cultural Exchange Programs,270397050.3
Department of State,Other,1005,National Endowment for Democracy,97532305
Department of State,Other,1006,Russian Far East Technical Assistance Center,0
Department of State,Administration of Foreign Affairs,1007,Centralized Information Technology Modernization Program,0
Department of State,Administration of Foreign Affairs,1008,Protection of Foreign Missions and Officials,849090.81
Department of State,Administration of Foreign Affairs,1009,Emergencies in the Diplomatic and Consular Service,6899472.08
Department of State,Administration of Foreign Affairs,1010,Payment to the American Institute in Taiwan,17199303.52
Department of State,Administration of Foreign Affairs,1011,Buying Power Maintenance Account,0
Department of State,Other,1012,Payment to the Asia Foundation,9753302.6
Department of State,Administration of Foreign Affairs,1013,Office of the Inspector General,94130502.77
Department of State,Administration of Foreign Affairs,1014,Embassy Security,2934503729
Department of State,Administration of Foreign Affairs,1016,Payment to the Foreign Service Retirement and Disability Fund,158900000
Department of State,Administration of Foreign Affairs,1017,Representation Allowances,4992023.51
Department of State,Administration of Foreign Affairs,1018,"Repatriation Loans, Liquidating Account",0
Department of State,Administration of Foreign Affairs,1019,Repatriation Loans,1339164
US Agencies - Non-CFO Act,Other International Assistance Programs,1020,International Organizations and Programs,1354156
Department of State,Other,1022,Global HIV/AIDS Initiative,2176259.97
Department of State,Other,1023,Global Health Programs,4512787067
Department of State,International Commissions,1024,"Salaries and Expenses, International Boundary and Water Commission, United States and Mexico",41272257.81
Department of State,International Commissions,1025,"Construction, International Boundary and Water Commission, United States and Mexico",21645115.02
Department of State,International Commissions,1026,American Sections,8629960.58
Department of State,International Commissions,1027,International Fisheries Commissions,27961826.77
Department of State,Other,1028,Democracy Fund,80156027.2
Department of State,International Organizations and Conferences,1029,Contributions for International Peacekeeping Activities,108499426
Department of State,International Organizations and Conferences,1030,International Conferences and Contingencies,0
Department of State,International Organizations and Conferences,1031,Contributions to International Organizations,1077034012
Department of State,International Organizations and Conferences,1032,Arrearage Payments,0
Department of State,Other,1033,Migration and Refugee Assistance,1945053633
Department of State,Other,1034,United States Bilateral Science and Technology Agreements,0
Department of State,Other,1035,Andean Counterdrug Programs,0
Department of State,Other,1036,Payments to the Center for Middle Eastern-Western Dialogue,0
Department of State,Administration of Foreign Affairs,1037,Working Capital Fund,3313075511
Department of State,Other,1038,Fisherman's Protective Fund,0
Department of State,Other,1039,Fishermen's Guaranty Fund,0
Department of State,Other,1040,"International Center, Washington, D. C.",1359622.12
Department of State,Other,1041,International Litigation Fund,1780608.92
Department of State,Administration of Foreign Affairs,1042,Foreign Service National Defined Contributions Retirement Fund,12561263.2
Department of State,Administration of Foreign Affairs,1043,H-1B and L Fraud Prevention and Detection Account,22484657.72
Department of State,Other,1062,American Studies Endowment Fund,0
Department of State,Administration of Foreign Affairs,1063,Trust Funds,0
Department of State,Administration of Foreign Affairs,1064,Foreign Service Retirement and Disability Fund,711375570.8
Department of State,Other,1065,Israeli Arab Scholarship Program,0
Department of State,Other,1066,Eastern Europe Student Exchange Endowment Fund,0
Department of State,Administration of Foreign Affairs,1067,Foreign Service National Separation Liability Trust Fund,20804104.5
Department of State,Other,1068,Center for Middle Eastern-Western Dialogue Trust Fund,774683
Department of State,Administration of Foreign Affairs,1069,Unconditional Gift Fund,9497640.31
Department of State,Administration of Foreign Affairs,1070,Conditional Gift Fund,691310.91
Department of the Treasury,Departmental Offices,1071,Salaries and Expenses,260349621.7
Department of the Treasury,Departmental Offices,1072,"Salaries and Expenses, Office of Inspector General",29033657.16
Department of the Treasury,Departmental Offices,1073,Treasury Buildings and Annex Repair and Restoration,0
Department of the Treasury,Departmental Offices,1075,Department-Wide Systems and Capital Investments Programs,3695332.86
Department of the Treasury,Departmental Offices,1076,Counterterrorism Fund,0
Department of the Treasury,Departmental Offices,1077,"Salaries and Expenses, Treasury Inspector General for Tax Administration",128965351.5
Department of the Treasury,Departmental Offices,1079,Terrorism Insurance Program,1546341.94
Department of the Treasury,Departmental Offices,1080,Assistance to Federal National Mortgage Association and Federal Home Loan Mortgage Corporation,0
Department of the Treasury,Departmental Offices,1081,GSE Mortgage-Backed Securities Purchase Program Account,664963.5
Department of the Treasury,Departmental Offices,1082,Office of Financial Stability,103474461.5
Department of the Treasury,Departmental Offices,1083,Troubled Asset Relief Program Account,9655514
Department of the Treasury,Departmental Offices,1084,"Special Inspector General for the Troubled Asset Relief Program, Salaries and Expenses",31790762.71
Department of the Treasury,Departmental Offices,1085,"Troubled Asset Relief Program Account, Equity Purchase Program",5595984
Department of the Treasury,Departmental Offices,1086,"Salaries and Expenses - Recovery Act, Treasury Inspector General for Tax Administration",0
Department of the Treasury,Departmental Offices,1087,"Troubled Asset Relief Program, Housing Programs",0
Department of the Treasury,Departmental Offices,1089,Grants for Specified Energy Property in Lieu of Tax Credits - Recovery Act,791951904.2
Department of the Treasury,Departmental Offices,1090,Small Business Lending Fund,3493292.25
Department of the Treasury,Departmental Offices,1091,State Small Business Credit Initiative,10731925.55
US Agencies - Non-CFO Act,Corporation for Public Broadcasting,1092,Public Broadcasting Fund,495000000
Department of the Treasury,Financial Crimes Enforcement Network,1093,Salaries and Expenses,85641748.29
Department of the Treasury,Fiscal Service,1094,Public Debt Principal (Indefinite),0
US Agencies - Non-CFO Act,Legal Services Corporation,1095,Payment to the Legal Services Corporation,239452367
Department of the Treasury,Fiscal Service,1099,Salaries and Expenses,443051435.1
Department of the Treasury,Interest on the Public Debt,1100,Interest on the Public Debt (Indefinite),3.76E+11
Department of the Treasury,Fiscal Service,1102,Administering the Public Debt,0
Department of the Treasury,Fiscal Service,1103,Reimbursements to Federal Reserve Banks,114980316.7
Department of the Treasury,Fiscal Service,1104,Sinking Fund,0
Department of the Treasury,Internal Revenue Service,1105,Refunding Internal Revenue Collections (Indefinite),2.89E+11
Department of the Treasury,Internal Revenue Service,1106,Refunding Internal Revenue Collections,884609545.4
Department of the Treasury,Internal Revenue Service,1107,Payment Where Earned Income Credit Exceeds Liability for Tax,58975953434
Department of the Treasury,Internal Revenue Service,1108,Taxpayer Services,1900050315
Department of the Treasury,Internal Revenue Service,1109,Enforcement,3529542332
Department of the Treasury,Internal Revenue Service,1110,Operations Support,2944482384
Department of the Treasury,Internal Revenue Service,1111,Business Systems Modernization,215897540
Department of the Treasury,Internal Revenue Service,1112,Payment Where Child Tax Credit Exceeds Liability for Tax,19106655987
Department of the Treasury,Internal Revenue Service,1113,Payment Where Health Coverage Tax Credit Exceeds Liability for Tax,18402892.62
Department of the Treasury,Internal Revenue Service,1115,Payment Where Certain Tax Credits Exceeds Liability for Corporate Tax,302109010.2
Department of the Treasury,Internal Revenue Service,1116,Payment Where American Opportunity Credit Exceeds Liability for Tax - Recovery Act,3431124158
Department of the Treasury,Internal Revenue Service,1117,Build America Bond Payments - Recovery Act,2952968806
Department of the Treasury,Internal Revenue Service,1118,Payment to Issuer of Qualified Zone Academy Bonds,43160231.16
Department of the Treasury,Internal Revenue Service,1119,Payment to Issuer of Qualified School Construction Bonds,524975101.4
Department of the Treasury,Internal Revenue Service,1120,Payment to Issuer of New Clean Renewable Energy Bonds,34871045.06
Department of the Treasury,Internal Revenue Service,1121,Payment to Issuer of Qualified Energy Conservation Bonds,31664478.56
Department of the Treasury,Internal Revenue Service,1122,Refundable Premium Assistance Tax Credit,34683356338
Department of the Treasury,Internal Revenue Service,1123,Payment Where Small Business Health Insurance Tax Credit Exceeds Liability for Tax,5338529.71
Department of the Treasury,Internal Revenue Service,1124,Therapeutic Discovery Program Grants and Administration,3396
Department of the Treasury,Alcohol and Tobacco Tax and Trade Bureau,1125,Salaries and Expenses,88366071.78
US Agencies - Non-CFO Act,"District of Columbia, District of Columbia General and Special Payments",1126,Federal Payment for the District of Columbia National Guard,450000
Department of the Treasury,Fiscal Service,1127,Relief of Individuals and Others by Private and Public Laws,0
Department of the Treasury,Fiscal Service,1128,Payment of Government Losses in Shipment,377162.37
US Agencies - Non-CFO Act,"District of Columbia, District of Columbia Courts",1129,Federal Payment to the District of Columbia Judicial Survivors and Annuity Fund,0
US Agencies - Non-CFO Act,"District of Columbia, District of Columbia General and Special Payments",1130,Federal Payment to the Federal District of Columbia Pension Fund,0
US Agencies - Non-CFO Act,"District of Columbia, District of Columbia General and Special Payments",1131,Federal Payment for Resident Tuition Support,40000000
Department of the Treasury,Fiscal Service,1132,"Judgements, Court of Claims (Indefinite)",1697487964
Department of the Treasury,Fiscal Service,1133,"Judgements, United States Courts (Indefinite)",385243763.3
Department of the Treasury,Fiscal Service,1134,Claims for Damages (Indefinite),2267525.15
Department of the Treasury,Fiscal Service,1135,Claims for Contract Disputes (Indefinite),513213566.2
US Agencies - Non-CFO Act,"District of Columbia, District of Columbia General and Special Payments",1137,Federal Payment for Emergency Planning and Security Costs in the District of Columbia,34895000
US Agencies - Non-CFO Act,"District of Columbia, District of Columbia General and Special Payments",1138,Federal Payment to the District of Columbia Water and Sewer Authority,14000000
Department of the Treasury,Fiscal Service,1139,Salaries and Expenses,628310.24
Department of the Treasury,Fiscal Service,1140,Financial Agent Services,612584799
Department of the Treasury,Departmental Offices,1141,"Salaries and Expenses, Office of Terrorism and Financial Intelligence",64530771.93
Department of the Treasury,Fiscal Service,1142,Refund of Moneys Erroneously Received and Covered (Indefinite),34964389.53
US Agencies - Non-CFO Act,"District of Columbia, District of Columbia General and Special Payments",1143,Federal Payment for School Improvement,45000000
US Agencies - Non-CFO Act,"District of Columbia, District of Columbia General and Special Payments",1144,Federal Payment to the Criminal Justice Coordinating Council,2000000
US Agencies - Non-CFO Act,"District of Columbia, District of Columbia General and Special Payments",1146,Federal Payment for Judicial Commissions,585000
US Agencies - Non-CFO Act,"District of Columbia, District of Columbia General and Special Payments",1147,Federal Payment for Testing and Treatment of HIV/AIDS,5000000
Department of the Treasury,Fiscal Service,1148,Payment to the Resolution Funding Corporation,1976479592
Department of the Treasury,Departmental Offices,1149,Cybersecurity Enhancement Account,0
Department of the Treasury,Fiscal Service,1150,Interest on Uninvested Funds (Indefinite),4593638.01
Department of the Treasury,Fiscal Service,1152,Federal Interest Liabilities to the States,481513
Department of the Treasury,Fiscal Service,1153,Credit Reform:  Interest Paid on Uninvested Funds (Indefinite),5529738877
Department of the Treasury,Departmental Offices,1154,Community Development Financial Institutions Fund,23210420.98
Department of the Treasury,Fiscal Service,1155,Federal Reserve Bank Reimbursement Fund,445070984.2
Department of the Treasury,Fiscal Service,1158,United States Treasury Check Forgery Insurance Fund,8231084.48
Department of the Treasury,United States Mint,1159,United States Mint Public Enterprise Fund,1856925900
Department of the Treasury,Internal Revenue Service,1160,Federal Tax Lien Revolving Fund,99386.24
Department of the Treasury,Departmental Offices,1161,Exchange Stabilization Fund,0
US Agencies - Non-CFO Act,"District of Columbia, District of Columbia General and Special Payments",1162,Federal Payment for Water and Sewer Services,46344108.1
Department of the Treasury,Bureau of Engraving and Printing,1163,Bureau of Engraving and Printing Fund,516204340.3
Department of the Treasury,Federal Financing Bank,1164,Federal Financing Bank Revolving Fund,603293477.1
Department of the Treasury,Departmental Offices,1165,Treasury Franchise Fund,479981325.9
Department of the Treasury,Internal Revenue Service,1166,Gifts to Reduce Debt Held by the Public,0
Department of the Treasury,Departmental Offices,1167,Presidential Election Campaign Fund,134900
Department of the Treasury,Internal Revenue Service,1168,Internal Revenue Service,2815812.58
Department of the Treasury,Internal Revenue Service,1169,Informant Payments,13708504.97
Department of the Treasury,Fiscal Service,1170,Debt Collection Fund,152577190.5
Department of the Treasury,Internal Revenue Service,1171,Private Collection Agent Program,9318.05
US Agencies - Non-CFO Act,"District of Columbia, District of Columbia General and Special Payments",1172,District of Columbia Federal Pension Fund,551306011.1
Department of the Treasury,Fiscal Service,1173,HOPE Reserve Fund,0
Department of the Treasury,Departmental Offices,1174,Financial Research Fund,85369567.15
Department of the Treasury,Internal Revenue Service,1175,Special Compliance Personnel Program,0
Department of the Treasury,Departmental Offices,1177,Treasury Forfeiture Fund,405615071.7
Department of the Treasury,Alcohol and Tobacco Tax and Trade Bureau,1178,Internal Revenue,278400925
Department of the Treasury,Fiscal Service,1233,Lower Brule Sioux Tribe Terrestrial Wildlife Habitat Restoration Trust Fund,287000
Department of the Treasury,Fiscal Service,1234,Cheyenne River Sioux Tribe Terrestrial Wildlife Habitat Restoration Trust Fund,1229319.29
US Agencies - Non-CFO Act,"District of Columbia, District of Columbia Courts",1235,District of Columbia Judicial Retirement and Survivor's Annuity Fund,10113859.43
Department of the Treasury,Comptroller of the Currency,1236,Assessment Funds,877866638.3
Department of the Treasury,Departmental Offices,1237,"Capital Magnet Fund, Community Development Financial Institutions",1058143.9
Department of the Treasury,Departmental Offices,1238,Violent Crime Reduction Program,0
Department of the Treasury,Fiscal Service,1239,Gulf Coast Restoration Trust Fund,216467554.6
Department of the Treasury,Departmental Offices,1242,Gifts and Bequests,43151.45
Department of the Treasury,Fiscal Service,1243,Esther Cattell Schmitt Gift Fund,9000
Department of Defense,Procurement,1244,"Chemical Agents and Munitions Destruction, Army",0
Department of Defense,Family Housing,1245,"Family Housing Construction, Army",5187766.59
Department of Defense,Family Housing,1246,"Family Housing Construction - Recovery Act, Army",0
Department of Defense,Family Housing,1247,"Family Housing Operation and Maintenance, Army",140564192
Department of Defense,Operation and Maintenance,1248,"Environmental Restoration, Army",0
Department of Defense,Military Personnel,1249,"Medicare-Eligible Retiree Health Fund Contribution, Army",1954925000
Department of Defense,Military Personnel,1250,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Army",376452000
Department of Defense,Military Personnel,1251,"Medicare-Eligible Retiree Health Fund Contribution, National Guard Personnel, Army",654412000
Department of Defense,Cemeterial Expenses,1252,Salaries and Expenses,17317191.48
Department of Defense,Cemeterial Expenses,1253,"Construction, Cemeterial Expenses, Army",0
Department of Defense,Military Personnel,1254,"Military Personnel, Army",23303615045
Department of Defense,Operation and Maintenance,1255,"Operation and Maintenance, Army",0
Department of Defense,Procurement,1256,"Aircraft Procurement, Army",1866980796
Department of Defense,Procurement,1257,"Missile Procurement, Army",744397344.2
Department of Defense,Procurement,1258,"Procurement of Weapons and Tracked Combat Vehicles, Army",1347486147
Department of Defense,Procurement,1259,"Procurement of Ammunition, Army",1384751026
Department of Defense,Procurement,1260,"Other Procurement, Army",2973331929
Department of Defense,"Research, Development, Test, and Evaluation",1261,"Research, Development, Test, and Evaluation, Army",5518802164
Department of Defense,Military Construction,1262,"Military Construction, Army",0
Department of Defense,Military Construction,1263,"Military Construction - Recovery Act, Army",0
Department of Defense,Military Personnel,1264,"National Guard Personnel, Army",4188967535
Department of Defense,Operation and Maintenance,1265,"Operation and Maintenance, Army National Guard",0
Department of Defense,Military Personnel,1266,"Reserve Personnel, Army",2270867079
Department of Defense,Operation and Maintenance,1267,"Operation and Maintenance, Army Reserve",1375466735
Department of Defense,Military Construction,1268,"Military Construction, Army National Guard",64592799.81
Department of Defense,Military Construction,1269,"Military Construction, Army Reserve",0
Department of Defense,International Reconstruction and Other Assistance,1270,"Iraq Relief and Reconstruction Fund, Army",0
Department of Defense,International Reconstruction and Other Assistance,1271,"Operating Expenses of the Coalition Provisional Authority, Army",0
Department of Defense,Operation and Maintenance,1272,"Afghanistan Security Forces Fund, Army",1541936593
Department of Defense,Operation and Maintenance,1273,"Iraq Security Forces Fund, Army",0
Department of Defense,Procurement,1274,"Joint Improvised Explosive Device Defeat Fund, Army",213623173.7
Department of Defense,Military Construction,1275,"Military Construction - Recovery Act, Army National Guard",0
Department of Defense,Operation and Maintenance,1276,"Pakistan Counterinsurgency Fund, Army",0
Department of Defense,Operation and Maintenance,1277,"Afghanistan Infrastructure Fund, Army",14114922.13
Department of Defense,Operation and Maintenance,1278,"Iraq Train and Equip Fund, Army",368135460.5
Department of Defense,"Forest and Wildlife Conservation, Military Reservations",1281,"Wildlife Conservation, Etc., Military Reservations, Army",696325.19
Department of Defense,Operation and Maintenance,1282,"Restoration, Rocky Mountain Arsenal, Army",1773579.7
Department of Defense,"Forest and Wildlife Conservation, Military Reservations",1283,"Department of Defense, Forest Products Program, Army",0
Department of Defense,Operation and Maintenance,1284,"National Science Center, Army",0
Department of Defense,Cemeterial Expenses,1285,"National Military Cemeteries Concessions, Army",5600
Department of Defense,Operation and Maintenance,1286,"Department of Defense Korean War Commemoration Fund, Army",0
Department of Defense,Trust Funds,1307,Bequest of Major General Fred C. Ainsworth,0
Department of Defense,Trust Funds,1308,"Department of the Army General Gift Fund, Army",7423810.19
Office of Personnel Management,Office of Personnel Management (no sub-agencies),1315,Salaries and Expenses,274855321.5
Office of Personnel Management,Office of Personnel Management (no sub-agencies),1316,Payment to Civil Service Retirement and Disability Fund,27418500000
Office of Personnel Management,Office of Personnel Management (no sub-agencies),1317,Government Payment for Annuitants,9492596469
Office of Personnel Management,Office of Personnel Management (no sub-agencies),1318,"Salaries and Expenses, Office of Inspector General",19360085.31
Office of Personnel Management,Office of Personnel Management (no sub-agencies),1319,Government Payment for Annuitants,32031350.2
Office of Personnel Management,Office of Personnel Management (no sub-agencies),1320,OPM Building Delegation Fund,6438238.33
Office of Personnel Management,Office of Personnel Management (no sub-agencies),1321,Flexible Benefits Plan Reserve,9347105.03
Office of Personnel Management,Office of Personnel Management (no sub-agencies),1322,"Revolving Fund, Undistributed SIBAC Chargebacks for Washington, DC",984071637.1
Office of Personnel Management,Office of Personnel Management (no sub-agencies),1323,Postal Service Contributions for Retiree Health Benefits,2575802585
Office of Personnel Management,Office of Personnel Management (no sub-agencies),1327,Civil Service Retirement and Disability Fund,62807685670
Office of Personnel Management,Office of Personnel Management (no sub-agencies),1328,Employees' Life Insurance Fund,2338784271
Office of Personnel Management,Office of Personnel Management (no sub-agencies),1329,Employees' Health Benefits Fund,37826927774
Office of Personnel Management,Office of Personnel Management (no sub-agencies),1330,Retired Employees' Health Benefits Fund,254397.91
US Agencies - Non-CFO Act,National Credit Union Administration,1334,Community Development Revolving Loan Fund,1132500
US Agencies - Non-CFO Act,Federal Communications Commission,1340,Salaries and Expenses,335170213.5
US Agencies - Non-CFO Act,Federal Communications Commission,1341,Spectrum Auction Program Account,0
US Agencies - Non-CFO Act,Federal Communications Commission,1342,Universal Service Fund,13693769735
US Agencies - Non-CFO Act,Federal Communications Commission,1343,TV Broadcaster Relocation Fund,0
Social Security Administration,Social Security Administration (no sub-agencies),1348,Office of the Inspector General,76387336.24
Social Security Administration,Social Security Administration (no sub-agencies),1349,Special Benefits for Certain World War II Veterans,2273915.15
Social Security Administration,Social Security Administration (no sub-agencies),1351,Payments to Social Security Trust Funds,28019120636
Social Security Administration,Social Security Administration (no sub-agencies),1352,Supplemental Security Income Program,47980481057
Social Security Administration,Social Security Administration (no sub-agencies),1353,Administrative Costs,0
Social Security Administration,Social Security Administration (no sub-agencies),1354,Administrative Expenses,12098.7
Social Security Administration,Social Security Administration (no sub-agencies),1355,Limitation on Administrative Expenses - Recovery Act,0
Social Security Administration,Social Security Administration (no sub-agencies),1356,Payments for Credits Against Social Security Contributions,17633.52
Social Security Administration,Social Security Administration (no sub-agencies),1357,State Supplemental Fees,81604943.92
Social Security Administration,Social Security Administration (no sub-agencies),1361,Federal Old-Age and Survivors Insurance Trust Fund - Treasury Managed,5.99E+11
Social Security Administration,Social Security Administration (no sub-agencies),1362,Federal Disability Insurance Trust Fund - Treasury Managed,1.09E+11
Social Security Administration,Social Security Administration (no sub-agencies),1363,Salaries and Expenses,9052074401
US Agencies - Non-CFO Act,Federal Trade Commission,1364,Salaries and Expenses,214981613.2
Nuclear Regulatory Commission,Nuclear Regulatory Commission (no sub-agencies),1367,Salaries and Expenses,613251269.6
Nuclear Regulatory Commission,Nuclear Regulatory Commission (no sub-agencies),1368,Office of the Inspector General,9025621.83
Nuclear Regulatory Commission,Nuclear Regulatory Commission (no sub-agencies),1369,Nuclear Facilities Fees Fund,0
